Country,Proj_Area,District,Cluster,Village,Group_Name,date_registered,Groups,Trees
UG,Soroti,Soroti,Katakwi,Ojutai,ALAKARA  T. P. G.,05/04/2023 22:42,1,3
UG,Amuru,Uganda - Amuru,Pupwooya,Opok,Cing ma yubu,05/04/2023 22:42,1,50
UG,Soroti,Soroti,Obule,Ajesaie,Toma TPG,05/03/2023 23:48,1,961
UG,Soroti,Soroti,Obule,Araro v Alito,Eswamata Keere Farmers Group,05/03/2023 23:48,1,90
UG,Kayunga,Uganda - Kayunga,Baliwamu,BUGIRI,BUGIRI  TREE  PLANTERS,05/03/2023 23:48,1,24
UG,Kasese,Uganda - Kasese,Rwenzori,Buhaghura II,Buhaghura II Tree Farmers,05/03/2023 23:48,1,943
UG,Kasese,Uganda - Kasese,Rwenzori,Kasika,Kasika Environmental Protection Group,05/03/2023 23:48,1,441
UG,Kasese,Uganda - Kasese,Rukoki,Kihara,Aidar Tree Growing group,05/03/2023 23:48,1,1000
UG,Kabale,Uganda - Kabale,Hamurwa,Rugandu,Rugandu fermers ass,05/03/2023 23:48,1,1842
UG,Kanungu,Uganda - Kanungu,Rutenga,Biizi,RUKUNDO TWIMUKYE,05/02/2023 22:36,1,855
UG,Kabale,Uganda - Kabale,Hamurwa,Kerere,Kerere fermers ass,05/02/2023 22:36,1,326
UG,Kasese,Uganda - Kasese,Rukoki,Kihara,Busungu Tree Growers Group,05/02/2023 22:36,1,360
UG,Kasese,Uganda - Kasese,Rukoki,Kihara,Bwambale Tree Growing group,05/02/2023 22:36,1,400
UG,Omoro,Uganda - Omoro,Bobi,Layoko,Lubanga olonyà,05/02/2023 22:36,1,28
UG,Lamwo,Uganda - Lamwo,Paloga,MARAKACH A,HAYA BASS,05/02/2023 22:36,1,1389
UG,Omoro,Uganda - Omoro,Bobi,Oroapwoyo,Akem kwene,05/02/2023 22:36,1,275
UG,Amuru,Uganda - Amuru,Pupwooya,Palukere,NENO PI ANYIM,05/02/2023 22:36,1,342
UG,Kabale,Uganda - Kabale,Hamurwa,Ramiganda,Rwamiganda tree fermers forum,05/02/2023 22:36,1,1222
IN,Tamil Nadu,India - Vellore,Gudiyatham,valathur,Sundaramurthy,05/02/2023 22:36,1,824
UG,Kasese,Uganda - Kasese,Rwenzori,Buhaghura II,Equator Tree Farmers,05/01/2023 22:36,1,616
UG,Kabale,Uganda - Kabale,Muko,BWISA,BWISA TPG,05/01/2023 22:36,1,1549
UG,Amuru,Uganda - Amuru,Pupwooya,Palukere,Lim pe group,05/01/2023 22:36,1,114
UG,Kabale,Uganda - Kabale,Rugyendabara,Rwabumbe,Rwabumbe tree group,05/01/2023 22:36,1,1858
UG,Kabale,Uganda - Kabale,Rugyendabara,Kerere,Kadepa tp association,4/30/2023 22:37,1,2794
UG,Kabale,Uganda - Kabale,Rugyendabara,Kerere,Rutooma hataaba group,4/30/2023 22:37,1,0
UG,Kabale,Uganda - Kabale,Hamurwa,Rwamiganda,Nyamwigura tree growers ass,4/30/2023 22:37,1,2488
UG,Kasese,Uganda - Kasese,Rwenzori,Bughalitsa,Bughalitsa Coffee & Tree Farmers Group,4/29/2023 22:38,1,1161
UG,Isingiro,Uganda - Isingiro,Kakamba,KATOOMA,KATWEHEYO  TREE PLANTERS,4/29/2023 22:38,1,2077
UG,Kayunga,Uganda - Kayunga,Namukuma,Namukuma,Kabaseke Group,4/29/2023 22:38,1,231
UG,Kayunga,Uganda - Kayunga,Namukuma,Namukuma,Twezimbe Group,4/29/2023 22:38,1,1161
UG,Isingiro,Uganda - Isingiro,Kakamba,Nyamiyaga,NYAMIYAGA TREE PLANTER,4/29/2023 22:38,1,1051
IN,Tamil Nadu,India - Tiruvannamalai,Vandhavasi,Thirumpoondi,Munishvaran form House,4/29/2023 22:38,1,607
UG,Isingiro,Uganda - Isingiro,Kabuyanda,KASHARIRA,BAHINGI TUTUNGUKYE  GROUP,4/29/2023 2:19,1,2108
UG,Isingiro,Uganda - Isingiro,Kabuyanda,KATOOMA,KATOOMA PLANTING TREES,4/29/2023 2:19,1,1845
UG,Kasese,Uganda - Kasese,Rukoki,Misika,Lhanzo Tree Growers,4/29/2023 2:19,1,713
UG,Kasese,Uganda - Kasese,Rukoki,Misika,Misika Goat Farmers,4/29/2023 2:19,1,158
UG,Kabale,Uganda - Kabale,Hamurwa,Rwamiganda,Kanyegaramire tree group,4/29/2023 2:19,1,1710
UG,Kasese,Uganda - Kasese,Rwenzori,Buhaghura I,Mupaghasya Tree Planting Association,4/27/2023 22:36,1,328
UG,Kasese,Uganda - Kasese,Rwenzori,Buhaghura I village,Murambi Hill's Tree Farmers Group,4/27/2023 22:36,1,785
UG,Kabale,Uganda - Kabale,Rugyendabara,Hakitooma,Nyamwigura tree planting,4/27/2023 22:36,1,942
UG,Isingiro,Uganda - Isingiro,Kakamba,Kabegaramire,KABEGARAMIRE KWETUNGURA T.P GROUP,4/27/2023 22:36,1,102
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Nallapattu,Devaraj,4/27/2023 22:36,1,824
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Nallapattu,Krishnan,4/27/2023 22:36,1,1678
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Nallapattu,Mariyamman,4/27/2023 22:36,1,780
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Nallapattu,Soundar,4/27/2023 22:36,1,1083
UG,Kabale,Uganda - Kabale,Muko,Hamukaaka,KABERE TPG,4/26/2023 22:38,1,465
UG,Bushenyi,Bushenyi,Kyaruganda,Ihunga,IHUNGA TUKURAKURANE,4/26/2023 22:38,1,1204
UG,Amuru,Uganda - Amuru,Pupwooya,Lagwe dola,Lacan Yelle,4/26/2023 22:38,1,1456
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Nallapattu,Raji,4/26/2023 22:38,1,284
UG,Kabale,Uganda - Kabale,Hamurwa,Ramiganda,Rwamiganda tree plantations,4/25/2023 22:38,1,1039
UG,Kasese,Uganda - Kasese,Rwenzori,Bughalitsa,Alfa  Tree Planting Association,4/24/2023 22:39,1,323
UG,Lamwo,Uganda - Lamwo,Paloga,CWINY MORIBE A,YUB PACO TREE PLANTING,4/24/2023 22:39,1,571
UG,Lamwo,Uganda - Lamwo,Paloga,LARAC ODONG,TIC MATEK TREE PLANTING GROUP,4/24/2023 22:39,1,576
UG,Kyenjojo,Uganda - Bushenyi,Rukoki,Misika,Misika Central Tree Growers,4/24/2023 22:39,1,538
UG,Kasese,Uganda - Kasese,Rukoki,Misika,Misika Upper Tree Growers,4/24/2023 22:39,1,998
UG,Amuru,Uganda - Amuru,Mutema,Pakiri,WII TOCHI AGROFORESTRY B,4/24/2023 22:39,1,546
UG,Amuru,Uganda - Amuru,Mutema,Pakiri,WII TOCHI AGROFORESTRY I,4/24/2023 22:39,1,595
UG,Kasese,Uganda - Kasese,Rukoki,Misika,Misika Integrated Tree Growers,4/23/2023 22:38,1,1908
UG,Kasese,Uganda - Kasese,Rukoki,Misika,Misika Treading Centre Tree Growers,4/23/2023 22:38,1,1173
UG,Kasese,Uganda - Kasese,Rukoki,Misika,Tulibaghuma Tree Growers Group,4/23/2023 22:38,1,885
UG,Lira,Uganda - Lira,Anyapo,ACAN DYANG,CAN OYABO WANGA,4/22/2023 22:39,1,485
UG,Kayunga,Uganda - Kayunga,Kasana,Kasana Bugobero,Biva Mutuyo,4/22/2023 22:39,1,145
UG,Kabale,Uganda - Kabale,Kamuganguzi,Kibungo,Mukyoogo turinde obuhangwa,4/21/2023 23:37,1,1004
UG,Amuru,Uganda - Amuru,Okidi,Ogom B,KAJI TREE PLANTING.,4/21/2023 23:37,1,2348
UG,Kole,Uganda - Kole,Aboke,Atek,Lole Tree Planting,4/20/2023 22:40,1,2130
UG,Kanungu,Uganda - Kanungu,Kirima,Kashenyi,Ngorogoro farmers,4/20/2023 22:40,1,1216
UG,Kanungu,Uganda - Kanungu,Rutenga,Kigarama,TURYATEMBA TURYARE EMITI,4/20/2023 22:40,1,524
UG,Isingiro,Uganda - Isingiro,Kakamba,RUKONJE,RUKONJE CATHOLIC TREE PLANTING,4/20/2023 22:40,1,547
UG,Isingiro,Uganda - Isingiro,Kakamba,Nyakibingo,NYAKIBINGO TUKWATANISE TREE PLANTING,4/19/2023 22:39,1,126
UG,Amuru,Uganda - Amuru,Okidi,OGOM  (B).,AYAGO TREE PLANTING,4/19/2023 22:39,1,235
UG,Amuru,Uganda - Amuru,Pupwooya,Pawel,TAM PI DIKI,4/19/2023 22:39,1,490
UG,Amuru,Uganda - Amuru,Okidi,Raa (B),BED KI ADAA TREE PLANTING.,4/19/2023 22:39,1,100
UG,Bushenyi,Bushenyi,Kyaruganda,Ihunga,Ihunga tukore group,4/18/2023 22:40,1,1473
UG,Kabale,Uganda - Kabale,Muko,Rutooma,KASHENYI TREE PLANTERS,4/18/2023 22:40,1,3209
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Jamunamaradhur,Angala Amman,4/17/2023 22:38,1,981
UG,Kabale,Uganda - Kabale,Kamuganguzi,KATOOMA,Bamwetirize Silver & Family,4/17/2023 22:38,1,603
UG,Kabale,Uganda - Kabale,Kamuganguzi,Kibungo,Kibungo green income,4/17/2023 22:38,1,1458
UG,Kanungu,Uganda - Kanungu,Katojo,Rungadu,Rungadu tukore namani,4/17/2023 22:38,1,481
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Virappnur,Sanjeev kandhi,4/17/2023 22:38,1,532
UG,Kayunga,Uganda - Kayunga,Namukuma,Kasota,Kamu Kamu Group,4/15/2023 22:34,1,144
UG,Amuru,Uganda - Amuru,Pupwooya,Pawel,Disability group,4/14/2023 22:34,1,865
UG,Isingiro,Uganda - Isingiro,Kakamba,RUKONI,TOGETHERNESS TREE PLANTING,4/14/2023 22:34,1,649
UG,Kole,Uganda - Kole,Aboke,AWELE,Can Omona Nino,4/13/2023 22:34,1,559
UG,Kanungu,Uganda - Kanungu,Muraamba,Ishaya,NDYEDEREMA TPG,4/13/2023 22:34,1,603
IN,Tamil Nadu,India - Vellore,Arkot,Ayaramangalam,Ganesh,04/11/2023 22:33,1,564
IN,Tamil Nadu,India - Vellore,Gudiyatham,Kandanei,Prasad raj,04/11/2023 22:33,1,299
UG,Isingiro,Uganda - Isingiro,Kakamba,Nyamiyaga,Nyamiyaga tree planting,04/10/2023 22:35,1,2211
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Jamunamarathur,Vada puthur amman,04/07/2023 22:37,1,689
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Kanakkaneri,Sivaperumal pasumai,04/07/2023 22:37,1,747
IN,Tamil Nadu,India - Tiruvallur,Thiruthani,Murukkampattu,Niranjana,04/07/2023 22:37,1,1272
IN,Tamil Nadu,India - Tiruvallur,Thiruthani,Naidu mottur,Boopalan,04/07/2023 22:37,1,1332
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Sinthalur,Sinthu nathi,04/07/2023 22:37,1,1249
UG,Kayunga,Uganda - Kayunga,Namusaala,MASEMBE,Arise Group,04/05/2023 22:36,1,114
UG,Kyenjojo,Uganda - Bushenyi,Rukoki,Misika,Misika Elders Tree Growers,04/02/2023 22:34,1,1390
UG,Kyenjojo,Uganda - Bushenyi,Rukoki,Misika,Misika Youth Tree Growers,04/02/2023 22:34,1,157
UG,Lira,Uganda - Kole,Alworo,ACUNG APENYI,AKALO TREE GROWERS 7,3/30/2023 22:37,1,2867
UG,Lira,Uganda - Kole,Alworo,ACUNG APENYI,AKALO TREE GROWERS 8,3/30/2023 22:37,1,1641
UG,Isingiro,Uganda - Isingiro,Kakamba,Kabegaramire,Kabega ABAMWE TREE PLANTING,3/30/2023 22:37,1,158
KE,Nanyuki,Kenya - Nyeri North,Aguthi,Murua,Mwana Mwega,3/30/2023 22:37,1,0
KE,Nanyuki,Kenya - Nyeri North,Aguthi,Ndiriti,Kamuiri,3/30/2023 22:37,1,0
KE,Nanyuki,Kenya - Nyeri North,Aguthi,Ndiriti,Murera,3/30/2023 22:37,1,0
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Anna nagar,VETRIVEL,3/29/2023 22:38,1,736
KE,Meru,Central Imenti,Abogeta,Kiandatu,Glory,05/10/2022 04:24,1,117
UG,Lira,Uganda - Lira,Agoro,ACANMAC CELL,Note ber,3/29/2023 22:38,1,1321
UG,Lira,Uganda - Lira,Agoro,ADUKULOTONG CELL,Orib Cing,3/29/2023 22:38,1,461
KE,Nanyuki,Kenya - Nyeri North,Aguthi,Ndiriti,BLESSED VISION,3/29/2023 22:38,1,0
KE,Nanyuki,Kenya - Nyeri North,Aguthi,Ndiriti,Spur Group,3/29/2023 22:38,1,0
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Perugattur,P G  GOVINDHAN,3/29/2023 22:38,1,1232
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Saramarathur,V T M,3/29/2023 22:38,1,551
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Thanjaikollai,Sri Amman,3/29/2023 22:38,1,1814
UG,Isingiro,Uganda - Isingiro,Kakamba,KABATANGARE,WE PLANT TREES,3/28/2023 22:36,1,37
UG,Isingiro,Uganda - Isingiro,Kakamba,Kakarakare,ABAMWE TREE PLANTING.,3/28/2023 22:36,1,142
UG,Isingiro,Uganda - Isingiro,Kabuyanda,Kakarakare,KAKARAKARE ORGANIZED TREE PLANTING,3/28/2023 22:36,1,473
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Mukarara,GATHWARIGA,3/28/2023 22:36,1,0
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Ndimu,NDIMU Group,3/28/2023 22:36,1,0
UG,Rukungiri,Rukungiri,Nyakishenyi,Nyakisoroza,Murefu group,3/28/2023 22:36,1,1117
UG,Kanungu,Uganda - Kanungu,Nyakabungo,Nymirima,Nyamirima Tree planting group.,3/28/2023 22:36,1,3437
UG,Soroti,Soroti,Katakwi,Ojutai,Ojutai Agro - Forestry T.P.G.,3/27/2023 22:37,1,11
UG,Amuru,Uganda - Amuru,Pupwooya,Pupwonya North,Atek ki pur,3/27/2023 22:37,1,0
UG,Kanungu,Uganda - Kanungu,Hanturo,Mugandu,Mugandu TPG,3/27/2023 22:37,1,3515
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Mukarara,NJATA group,3/27/2023 22:37,1,0
UG,Kanungu,Uganda - Kanungu,Muraamba,Rwakantunguru,KATUREEBE TREE PROJECT,3/26/2023 22:34,1,3512
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Mel Nelli marathur,M N R BASUMAI,3/26/2023 22:34,1,1299
UG,Kanungu,Uganda - Kanungu,Muraamba,Nyundo,ORISHaBA TREE PROJECT,3/26/2023 22:34,1,3384
IN,Tamil Nadu,India - Tiruvallur,Thiruthani,Thalavedu,ELUMALAI FORMS,3/26/2023 22:34,1,481
IN,Tamil Nadu,India - Tiruvallur,Thiruthani,Velanjeri,ROGITH FORMS,3/26/2023 22:34,1,3431
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Erimamarathur,M R  BROTHERS,3/25/2023 22:36,1,1095
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Gomuderi,S S V S,3/25/2023 22:36,1,728
UG,Kanungu,Uganda - Kanungu,Kanungu,Kashenyi,MWEBESA PROJECT,3/25/2023 22:36,1,722
UG,Kayunga,Uganda - Kayunga,Namusaala,LUSENKE,God  Pays,3/25/2023 22:36,1,127
UG,Kanungu,Uganda - Kanungu,Katojo,Karenjere,Karenjere abamwe group,3/24/2023 22:41,1,1942
UG,Isingiro,Uganda - Isingiro,Kakamba,KAYENJE,KAYENJE KWETERANA GROUP,3/24/2023 22:41,1,56
IN,Tamil Nadu,India - Tiruvannamalai,Arni,Kalampur,Sudharsan,3/24/2023 22:41,1,1055
UG,Kanungu,Uganda - Kanungu,Katojo,Karenjere,Kashengu tree planting,3/24/2023 22:41,1,930
UG,Isingiro,Uganda - Isingiro,Kakamba,KAYENJE,KAYENJE TREE PLANTING,3/24/2023 22:41,1,998
KE,Meru,Central Imenti,Abogeta,Kiandatu,HARMONY,05/10/2022 04:24,1,444
KE,Meru,Central Imenti,Abogeta,Kiandatu,JOY,05/10/2022 04:24,1,199
UG,Kanungu,Uganda - Kanungu,Katojo,Nyabinzuru,Top tree planters,3/24/2023 22:41,1,4294
UG,Kanungu,Uganda - Kanungu,Katojo,Nyamirenjere,Rutooro tree planting,3/24/2023 22:41,1,1317
UG,Kabale,Uganda - Kabale,Nyamweru,Kintokori,Bwindi tree planting,3/23/2023 22:37,1,926
UG,Kanungu,Uganda - Kanungu,Muraamba,Kesenene,Rwomuhurura Twebeseho,3/23/2023 22:37,1,1513
UG,Kanungu,Uganda - Kanungu,Muraamba,Ngirisi,MAGARa TREE PlANTING,3/23/2023 22:37,1,1921
UG,Kanungu,Uganda - Kanungu,Muraamba,Ngirisi,Ngirisi Tree project,3/23/2023 22:37,1,1997
UG,Bushenyi,Bushenyi,Kyaruganda,Ntabahara,KENSAMATREE PLANTING,3/23/2023 22:37,1,125
UG,Bushenyi,Bushenyi,Kyaruganda,Ntabahara,TWEKAABA Afro Forest group,3/23/2023 22:37,1,629
UG,Isingiro,Uganda - Isingiro,Kakamba,NYAKAGO,BIGASHA CATHOLIC TREE PLANTING,3/23/2023 22:37,1,652
UG,Bushenyi,Bushenyi,Kyaruganda,Ihunga,Ihunga Bataka kweyamba,3/22/2023 22:37,1,1092
UG,Bushenyi,Bushenyi,Kyaruganda,Ihunga,lhunga Bahingyi Tumanyane,3/22/2023 22:37,1,1007
UG,Bushenyi,Bushenyi,Kyaruganda,Ntabahara,Ntabahara tree planting 1,3/22/2023 22:37,1,373
UG,Isingiro,Uganda - Isingiro,Kakamba,KATAZYO,NGARAMA CATHOLIC PARISH,3/22/2023 22:37,1,826
KE,Meru,Central Imenti,Abogeta,Kiandatu,Kagwiria,05/10/2022 04:24,1,138
UG,Isingiro,Uganda - Isingiro,Kakamba,NYAKAGO,BASHAMBO TREE,3/21/2023 22:37,1,535
UG,Bushenyi,Bushenyi,Kitagata,KIRUGU,KIRUGU TUKWATANISE,3/20/2023 22:38,1,1237
KE,Nanyuki,Kenya - Nyeri North,Aguthi,Ndiriti,Miti Mingi Group,3/20/2023 22:38,1,0
KE,Nanyuki,Kenya - Nyeri North,Aguthi,Ndiriti,Mukandamia A,3/20/2023 22:38,1,0
UG,Bushenyi,Bushenyi,Kitagata,NYAKIBERE,NYAKIBERE 11 GROUP D,3/20/2023 22:38,1,611
KE,Meru,Central Imenti,Abogeta,Kiandatu,Kaimenyi,05/10/2022 04:24,1,88
UG,Isingiro,Uganda - Isingiro,Kakamba,NYAKAGO,"ST,BENEDICT KAKAMBA VOCATIONAL SECONDARY SCHOOL",3/20/2023 22:38,1,2039
UG,Isingiro,Uganda - Isingiro,Kakamba,Rukandu,RUKANDU ABARYAKAMWE GROUP.,3/20/2023 22:38,1,115
UG,Kanungu,Uganda - Kanungu,Mafuga,Ruhago,TWEYUNGE TREE PLNTING,3/19/2023 22:37,1,350
UG,Kanungu,Uganda - Kanungu,Kayonza Mpungu,Kanyashogyi,Ihamba tpg,3/18/2023 22:35,1,1307
UG,Isingiro,Uganda - Isingiro,Kakamba,NYAKAGO,BIGASHA PRIMARY SCHOOL,3/18/2023 22:35,1,547
UG,Isingiro,Uganda - Isingiro,Kakamba,Ruhira,NGARAMA CATHOLIC P/S,3/18/2023 22:35,1,75
KE,Meru,Central Imenti,Abogeta,Kiandatu,Kathima,05/10/2022 04:24,1,259
KE,Meru,Central Imenti,Abogeta,Kiandatu,Kiandatu star,05/10/2022 04:24,1,293
UG,Kanungu,Uganda - Kanungu,Mafuga,Ruhago,ABA immy tree growers group,3/18/2023 22:34,1,913
UG,Soroti,Soroti,Tubur-Ogolai,Omoche,Omoche Apetosi ican project,3/17/2023 22:36,1,71
UG,Lira,Uganda - Lira,Agoro,Aweo,NEN  IBOTA,3/17/2023 22:36,1,512
UG,Lira,Uganda - Lira,Agoro,Aweo,OXYGEN  GROUP,3/17/2023 22:36,1,0
UG,Lira,Uganda - Lira,Agoro,Aweo,YEN  MIO YAMO,3/17/2023 22:36,1,682
UG,Soroti,Soroti,Obwobwo,Obwobwo,ABULE TPG,3/16/2023 22:38,1,105
UG,Soroti,Soroti,Obwobwo,Obwobwo,ACAMANAROS TPG,3/16/2023 22:38,1,52
UG,Soroti,Soroti,Obwobwo,Obwobwo,OLIMIR TREE FARMERS GROUP,3/16/2023 22:38,1,88
UG,Kabale,Uganda - Kabale,Kamuganguzi,Rwancerere,Habomugisha & Family,3/16/2023 22:38,1,45
UG,Kabale,Uganda - Kabale,Kamuganguzi,Rwancerere,Rwancerere Tree planting group,3/16/2023 22:38,1,0
KE,Meru,Central Imenti,Abogeta,Kiandatu,Kitheyo,05/10/2022 04:24,1,162
UG,Kanungu,Uganda - Kanungu,Muraamba,Kijuma,HamutojoTPG,3/16/2023 22:38,1,1005
KE,Nanyuki,Kenya - Nyeri North,Karundas,Kingongo,MBORANI,3/16/2023 22:38,1,681
UG,Lira,Uganda - Lira,Okwalomara,Alela,Bedo Aber,3/15/2023 22:36,1,77
UG,Bushenyi,Bushenyi,Kyaruganda,IRyangabi 2,Kabunyansi group,3/15/2023 22:36,1,3192
KE,Meru,Central Imenti,Abogeta,Kiandatu,Mavuno,05/10/2022 04:24,1,250
KE,Meru,Central Imenti,Abogeta,Kiandatu,Mid kiandatu,05/10/2022 04:24,1,144
KE,Meru,Central Imenti,Abogeta,Kiandatu,MURINGA,05/10/2022 04:24,1,304
UG,Bushenyi,Bushenyi,Kyaruganda,Ntabahara,Conceive the  environment ntabahara,3/15/2023 22:36,1,828
UG,Bushenyi,Bushenyi,Kyaruganda,Ntabahara Cell, Muvule Twentungure Group,3/15/2023 22:36,1,1406
UG,Kabale,Uganda - Kabale,Kamuganguzi,Rwancerere,Rwancerere Parish,3/15/2023 22:36,1,53
UG,Kabale,Uganda - Kabale,Muko,Kibungo,KANOPY,3/14/2023 22:35,1,1522
UG,Kabale,Uganda - Kabale,Nyamweru,Nyamweru TC,Nyamweru tuhinge emiti,3/14/2023 22:35,1,1348
UG,Rukungiri,Rukungiri,Nyakishenyi,kafunjo,Kafunjo tutungukye,3/14/2023 22:35,1,6595
KE,Meru,Central Imenti,Abogeta,Kiandatu,MUTUMA,05/10/2022 04:24,1,346
UG,Kanungu,Uganda - Kanungu,Kanungu,Kashenyi,BAZIRAKE TREE PLANTING,3/14/2023 22:35,1,3644
KE,Meru,Central Imenti,Abogeta,Kiandatu,Mwago,05/10/2022 04:24,1,87
IN,Tamil Nadu,India - Arialur,Ariyalur,Erunkalakurichi,NATCHIYAR,3/13/2023 22:38,1,938
UG,Kanungu,Uganda - Kanungu,Bukono,Nyakibuga,Nyakibuga Mixed Farmers Association,3/13/2023 22:38,1,711
KE,Muranga,Kenya - Manga,Chania,MICUNI,MICUNI K,3/13/2023 2:27,1,0
UG,Rukungiri,Rukungiri,Nyakishenyi,Bugandaza,Tugumizemu nentunguka,03/11/2023 22:35,1,1436
KE,Meru,Central Imenti,Abogeta,Kiandatu,Mwengwa,05/10/2022 04:24,1,111
KE,Meru,Central Imenti,Abogeta,Kiandatu,Ndiria kiandatu,05/10/2022 04:24,1,84
UG,Kanungu,Uganda - Kanungu,Kanungu,Omumbuga,KATA TREE PROJECT,03/11/2023 22:35,1,1964
UG,Kayunga,Uganda - Kayunga,Baliwamu,KAMIRA,KWAGALANA  FG,03/10/2023 22:36,1,57
UG,Hoima,Uganda - Hoima,Kitoba,Kibugubya,Tugonzangane group kibugubya,03/10/2023 22:36,1,697
UG,Hoima,Uganda - Hoima,Kitoba,Kyabigambire,Murungi group kyabigambire,03/10/2023 22:36,1,466
UG,Amuru,Uganda - Amuru,Otorokume,Agoro cell,ME PACO AGORO TREE GROWERS,03/10/2023 22:36,1,622
UG,Kanungu,Uganda - Kanungu,Mafuga,Kanyamato,GO GREEN GROUP,03/10/2023 22:36,1,0
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Karia,Cikimu Group,03/07/2023 22:41,1,0
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Rugaita,RUGAITA Group,03/07/2023 22:41,1,0
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Thuita,RIRIA -INI,03/07/2023 22:41,1,0
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Watuku,GITOBU - Group,03/07/2023 22:41,1,0
UG,Bushenyi,Bushenyi,Kitagata,Nyakibere 11,NYAKIBERE GROUP C,03/07/2023 22:41,1,2573
IN,Tamil Nadu,India - Tiruvannamalai,Chengam,Pinjur mathura malligapuram,Angalamman,03/07/2023 22:41,1,1000
IN,Tamil Nadu,India - Tiruvannamalai,Chengam,Pinjur mathura malligapuram,Nathiya,03/07/2023 22:41,1,1500
UG,Soroti,Soroti,Ogera,Kabos,Kabos. Agro. Tpg,03/06/2023 22:42,1,0
UG,Kayunga,Uganda - Kayunga,Baliwamu,KAMIRA,KWEWAAYO   FG,03/06/2023 22:42,1,266
UG,Kayunga,Uganda - Kayunga,Baliwamu,KAMIRA,OBUMU  FG,03/06/2023 22:42,1,88
KE,Meru,Central Imenti,Abogeta,Kiandatu,WEGA,05/10/2022 04:24,1,270
UG,Soroti,Soroti,Ogera,Obongoi,Obongoi. Amina. Tpg,03/06/2023 22:42,1,54
UG,Kabale,Uganda - Kabale,Kabanyonyi,Ruyora,Ruyora Tree growers,03/04/2023 22:47,1,4592
KE,Meru,Central Imenti,Abogeta,Kiandatu,Wendo,05/10/2022 04:24,1,151
KE,Meru,Central Imenti,Abogeta,Kiandatu,WERU,05/10/2022 04:24,1,244
UG,Kayunga,Uganda - Kayunga,Namusaala,NAMUSALA,EXODUS  GROUP,03/04/2023 22:47,1,73
UG,Bushenyi,Bushenyi,Kitagata,Nyakibere 11,NYAKIBERE GROUP B,03/04/2023 22:47,1,3527
IN,Tamil Nadu,India - Arialur,Ariyalur,Ponparappi,PATTU,03/04/2023 22:47,1,1243
UG,Kole,Uganda - Kole,Baala,Bar Pii Adwong,OBANGA OMARO WA,03/03/2023 22:50,1,0
KE,Meru,Central Imenti,Abogeta,Abogeta,Abo 1,3/18/2022 5:11,1,196
KE,Meru,Central Imenti,Abogeta,Abogeta,Abo 10,3/18/2022 5:11,1,131
UG,Kanungu,Uganda - Kanungu,Rutenga,Katagiramaizi,EXPLLON PROJECT,03/02/2023 22:49,1,1386
KE,Muranga,Kenya - Manga,Chania,MICUNI,MICUNI H,03/02/2023 22:49,1,0
KE,Muranga,Kenya - Manga,Chania,MICUNI,MICUNI I,03/02/2023 22:49,1,0
KE,Muranga,Kenya - Manga,Chania,MICUNI,MICUNI J,03/02/2023 22:49,1,0
KE,Muranga,Kenya - Manga,Kimandi,Muraya,GWAKIBIO,03/02/2023 22:49,1,0
KE,Meru,Central Imenti,Abogeta,Abogeta,Abo 11,3/18/2022 5:11,1,120
KE,Meru,Central Imenti,Abogeta,Abogeta,Abo 2,3/18/2022 5:11,1,176
KE,Meru,Central Imenti,Abogeta,Abogeta,Abo 3,3/18/2022 5:11,1,217
UG,Bushenyi,Bushenyi,Kitagata,Nakibere 111,NYAKIBERE 111 TUNDANE,03/02/2023 22:49,1,183
KE,Meru,Central Imenti,Abogeta,Abogeta,Abo 4,3/18/2022 5:11,1,189
KE,Meru,Central Imenti,Abogeta,Abogeta,Abo 5,3/18/2022 5:11,1,37
