Country,Proj_Area,District,Cluster,Village,Group_Name,date_registered,Groups,Trees,Date,Year_Enroled
UG,Kanungu,Uganda - Kanungu,Kinaba,Kihinga,38632,03/01/2021 05:36,1,1859,2021-03-01 05:36:00 UTC,2021
UG,Kanungu,Uganda - Kanungu,Hanturo,KIZENGA,36232,03/01/2021 05:36,1,1573,2021-03-01 05:36:00 UTC,2021
KE,Meru,Central Imenti,Kibirichia,Kimbo,25735,05/03/2005 00:00,1,1559,2005-05-03 00:00:00 UTC,2005
KE,Meru,Central Imenti,Kibirichia,Kimbo,30541,4/24/2005 0:00,1,467,2005-04-24 00:00:00 UTC,2005
KE,Meru,Central Imenti,Kibirichia,Kimbo,12198,4/15/2005 0:00,1,257,2005-04-15 00:00:00 UTC,2005
KE,Meru,Central Imenti,Kibirichia,Kimbo,16768,4/15/2005 0:00,1,149,2005-04-15 00:00:00 UTC,2005
KE,Meru,Central Imenti,Kibirichia,Kimbo,12751,04/04/2005 00:00,1,590,2005-04-04 00:00:00 UTC,2005
KE,Meru,Central Imenti,Kibirichia,Kimbo,14369,04/04/2005 00:00,1,309,2005-04-04 00:00:00 UTC,2005
UG,Kanungu,Uganda - Kanungu,Hanturo,Mugandu,32990,03/01/2021 05:36,1,863,2021-03-01 05:36:00 UTC,2021
KE,Meru,Central Imenti,Kibirichia,Kimbo,15059,04/04/2005 00:00,1,622,2005-04-04 00:00:00 UTC,2005
KE,Meru,Central Imenti,Kibirichia,Kimbo,37658,04/04/2005 00:00,1,509,2005-04-04 00:00:00 UTC,2005
KE,Meru,North Imenti,Kibirichia,Ntirimiti,24920,3/23/2005 0:00,1,10986,2005-03-23 00:00:00 UTC,2005
UG,Kanungu,Uganda - Kanungu,Rutenga,Ruhago,24609,03/01/2021 05:36,1,2940,2021-03-01 05:36:00 UTC,2021
UG,Gulu,Uganda - Gulu,Punena,Bar dege,17034,2/26/2021 12:20,1,3104,2021-02-26 12:20:00 UTC,2021
UG,Gulu,Uganda - Gulu,Alero,Kal Okura,21847,2/26/2021 12:20,1,495,2021-02-26 12:20:00 UTC,2021
UG,Bushenyi,Bushenyi,Kabukwiri,Karagara,12803,2/26/2021 12:20,1,154,2021-02-26 12:20:00 UTC,2021
UG,Kanungu,Uganda - Kanungu,Katebire,Katungu,29233,2/26/2021 12:20,1,102,2021-02-26 12:20:00 UTC,2021
UG,Kanungu,Uganda - Kanungu,Katebire,Kiragiro,25216,2/26/2021 12:20,1,2970,2021-02-26 12:20:00 UTC,2021
UG,Gulu,Uganda - Gulu,Alero,Lalar Kweke,12634,2/26/2021 12:20,1,1427,2021-02-26 12:20:00 UTC,2021
UG,Gulu,Uganda - Gulu,Pawel Ayika,Pajaa,19560,2/26/2021 12:20,1,996,2021-02-26 12:20:00 UTC,2021
UG,Soroti,Soroti,Palam,Akosobwa,23753,2/25/2021 11:59,1,86,2021-02-25 11:59:00 UTC,2021
KE,Meru,North Imenti,Kibirichia,Kimbo,14655,03/03/2005 00:00,1,1035,2005-03-03 00:00:00 UTC,2005
KE,Meru,North Imenti,Kibui,Ciompuru,24431,02/10/2023 22:38,1,0,2023-02-10 22:38:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Nyakabungo,Buhinjiro,31530,2/25/2021 11:59,1,180,2021-02-25 11:59:00 UTC,2021
KE,Meru,North Imenti,Kibui,Kibui,33263,11/29/2022 22:33,1,23,2022-11-29 22:33:00 UTC,2022
UG,Kabale,Uganda - Kabale,Ndeego,Kamuserwa,22190,2/25/2021 11:59,1,236,2021-02-25 11:59:00 UTC,2021
UG,Kabale,Uganda - Kabale,Ndeego,Katembe,26454,2/25/2021 11:59,1,247,2021-02-25 11:59:00 UTC,2021
UG,Kanungu,Uganda - Kanungu,Rutenga,Kigarama,31501,2/25/2021 11:59,1,2829,2021-02-25 11:59:00 UTC,2021
UG,Gulu,Uganda - Gulu,Paicho,Kit Ludongo,25259,2/25/2021 11:59,1,873,2021-02-25 11:59:00 UTC,2021
UG,Gulu,Uganda - Gulu,Alero,Kulu kano,26786,2/25/2021 11:59,1,554,2021-02-25 11:59:00 UTC,2021
UG,Omoro,Uganda - Omoro,Bed kigen,Lanenober,16393,2/25/2021 11:59,1,4142,2021-02-25 11:59:00 UTC,2021
KE,Trans-Nzoia,Kenya - Transnzoia,Kapsara,Mutundu,10302,2/25/2021 11:59,1,367,2021-02-25 11:59:00 UTC,2021
UG,Kanungu,Uganda - Kanungu,Bukono,Nyanga,28008,2/25/2021 11:59,1,1354,2021-02-25 11:59:00 UTC,2021
UG,Bushenyi,Bushenyi,Kabukwiri,Nyarugote,24883,2/25/2021 11:59,1,219,2021-02-25 11:59:00 UTC,2021
UG,Kabale,Uganda - Kabale,Ndeego,Rutooga,21430,2/25/2021 11:59,1,644,2021-02-25 11:59:00 UTC,2021
UG,Gulu,Uganda - Gulu,Paicho,Laminto,39491,2/24/2021 10:58,1,337,2021-02-24 10:58:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Apany Acel,16522,2/24/2021 8:21,1,5818,2021-02-24 08:21:00 UTC,2021
UG,Rukungiri,Rukungiri,Nyarushanje,Bikongozo,18827,2/24/2021 8:21,1,521,2021-02-24 08:21:00 UTC,2021
UG,Gulu,Uganda - Gulu,Pawel Ayika,Bwobonam,26232,2/24/2021 8:21,1,231,2021-02-24 08:21:00 UTC,2021
KE,Meru,North Imenti,Kibui,Ciompuru,25038,11/17/2022 22:31,1,21,2022-11-17 22:31:00 UTC,2022
UG,Kabale,Uganda - Kabale,Mushanje,Mukihita,15285,2/24/2021 8:21,1,1537,2021-02-24 08:21:00 UTC,2021
KE,Meru,North Imenti,Kibui,Ciompuru,22920,11/17/2022 22:31,1,100,2022-11-17 22:31:00 UTC,2022
UG,Kabale,Uganda - Kabale,Mushanje,Nyakishenyi,25620,2/24/2021 8:21,1,617,2021-02-24 08:21:00 UTC,2021
UG,Kabale,Uganda - Kabale,Ndeego,Rwaburindi,12588,2/24/2021 8:21,1,1002,2021-02-24 08:21:00 UTC,2021
UG,Lira,Uganda - Lira,Opanylongo,Abeii,26168,2/23/2021 12:55,1,83,2021-02-23 12:55:00 UTC,2021
UG,Lira,Uganda - Lira,Abongorwot,Akuriluba,14094,2/23/2021 12:55,1,2433,2021-02-23 12:55:00 UTC,2021
UG,Lira,Uganda - Lira,Abongorwot,Alel,24628,2/23/2021 12:55,1,516,2021-02-23 12:55:00 UTC,2021
UG,Lira,Uganda - Lira,Abongorwot,Alez,36493,2/23/2021 12:55,1,1357,2021-02-23 12:55:00 UTC,2021
UG,Lira,Uganda - Lira,Opanylongo,Anyapo A,27640,2/23/2021 12:55,1,539,2021-02-23 12:55:00 UTC,2021
UG,Lira,Uganda - Lira,Opanylongo,Apanylong,27122,2/23/2021 12:55,1,1068,2021-02-23 12:55:00 UTC,2021
UG,Lira,Uganda - Lira,Abongorwot,Apay long,36652,2/23/2021 12:55,1,179,2021-02-23 12:55:00 UTC,2021
UG,Lira,Uganda - Lira,Abongorwot,Apaylonyo,24489,2/23/2021 12:55,1,562,2021-02-23 12:55:00 UTC,2021
UG,Lira,Uganda - Lira,Abongorwot,Aryeba,29848,2/23/2021 12:55,1,6438,2021-02-23 12:55:00 UTC,2021
UG,Kyenjojo,Uganda - Kyenjojo,Kyembogo,BUHUMURO,38178,2/23/2021 12:55,1,140,2021-02-23 12:55:00 UTC,2021
UG,Gulu,Uganda - Gulu,Panykworo,Cet kana,37888,2/23/2021 12:55,1,276,2021-02-23 12:55:00 UTC,2021
UG,Lira,Uganda - Lira,Abongorwot,Elwany,25754,2/23/2021 12:55,1,1761,2021-02-23 12:55:00 UTC,2021
UG,Rukungiri,Rukungiri,Nyarushanje,Kabuga Tree Growers,37731,2/23/2021 12:55,1,826,2021-02-23 12:55:00 UTC,2021
UG,Rukungiri,Rukungiri,Nyarushanje,Kabuhemba,24877,2/23/2021 12:55,1,252,2021-02-23 12:55:00 UTC,2021
UG,Kyenjojo,Uganda - Kyenjojo,Kigoyera,Kayanja,33881,2/23/2021 12:55,1,756,2021-02-23 12:55:00 UTC,2021
UG,Kanungu,Uganda - Kanungu,Hanturo,Mukirwa,25520,2/23/2021 12:55,1,2496,2021-02-23 12:55:00 UTC,2021
UG,Kanungu,Uganda - Kanungu,Hanturo,Mukirwa,32190,2/23/2021 12:55,1,4195,2021-02-23 12:55:00 UTC,2021
UG,Kanungu,Uganda - Kanungu,Nyakabungo,Nyarubingo,27733,2/23/2021 12:55,1,16,2021-02-23 12:55:00 UTC,2021
UG,Lira,Uganda - Lira,Abongorwot,Odyebongwen,35335,2/23/2021 12:55,1,262,2021-02-23 12:55:00 UTC,2021
UG,Lira,Uganda - Lira,Abongorwot,Odyebongwens,15041,2/23/2021 12:55,1,264,2021-02-23 12:55:00 UTC,2021
UG,Amuru,Uganda - Soroti,Pogo,Ololo,37004,2/23/2021 12:55,1,390,2021-02-23 12:55:00 UTC,2021
UG,Lira,Uganda - Lira,Abongorwot,Ororo,39005,2/23/2021 12:55,1,317,2021-02-23 12:55:00 UTC,2021
UG,Amuru,Uganda - Amuru,Agwayugu,PAWIRO,35837,2/23/2021 12:55,1,206,2021-02-23 12:55:00 UTC,2021
UG,Kanungu,Uganda - Kanungu,Rutenga,Rwakatunguru,11802,2/23/2021 12:55,1,1123,2021-02-23 12:55:00 UTC,2021
UG,Bushenyi,Bushenyi,Kichwamba,Rwandaro,27853,2/23/2021 12:55,1,548,2021-02-23 12:55:00 UTC,2021
UG,Bushenyi,Bushenyi,Kichwamba,Rwandaro,36970,2/23/2021 12:55,1,1892,2021-02-23 12:55:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Teilwa  A,32129,2/23/2021 12:55,1,1213,2021-02-23 12:55:00 UTC,2021
UG,Bushenyi,Bushenyi,Kitagata,Buraro 1Acell,38538,2/20/2021 13:10,1,3468,2021-02-20 13:10:00 UTC,2021
UG,Bushenyi,Bushenyi,Kabukwiri,Kabukwiri,37297,2/20/2021 13:10,1,228,2021-02-20 13:10:00 UTC,2021
UG,Bushenyi,Bushenyi,Kabukwiri,Kabukwiri,35341,2/20/2021 13:10,1,1441,2021-02-20 13:10:00 UTC,2021
UG,Kyenjojo,Uganda - Kyenjojo,Bufunjo,Karokarungi,30936,2/20/2021 13:10,1,792,2021-02-20 13:10:00 UTC,2021
UG,Kyenjojo,Uganda - Kyenjojo,Bufunjo,Karokarungi,24981,2/20/2021 13:10,1,320,2021-02-20 13:10:00 UTC,2021
KE,Meru,North Imenti,Kibui,Kiutha,39402,11/17/2022 22:31,1,18,2022-11-17 22:31:00 UTC,2022
UG,Bushenyi,Bushenyi,Kabukwiri,Nkondo b,30111,2/20/2021 13:10,1,593,2021-02-20 13:10:00 UTC,2021
UG,Amuru,Uganda - Amuru,Palwong,Oguma,22182,2/20/2021 13:10,1,515,2021-02-20 13:10:00 UTC,2021
UG,Gulu,Uganda - Gulu,CET KANA OWOO,Onyayorwot,26102,2/20/2021 13:10,1,49,2021-02-20 13:10:00 UTC,2021
UG,Kanungu,Uganda - Kanungu,Ishaya,Garama,22659,2/19/2021 8:28,1,2615,2021-02-19 08:28:00 UTC,2021
KE,Meru,North Imenti,Kibui,Mpakone,38350,11/17/2022 22:31,1,35,2022-11-17 22:31:00 UTC,2022
KE,Meru,North Imenti,Kibui,Mpakone 11,36694,11/17/2022 22:31,1,37,2022-11-17 22:31:00 UTC,2022
KE,Meru,North Imenti,Kibui,MPAKONE 2,35047,11/17/2022 22:31,1,13,2022-11-17 22:31:00 UTC,2022
UG,Amuru,Uganda - Amuru,Pogo,Ololo,24594,2/19/2021 8:28,1,1037,2021-02-19 08:28:00 UTC,2021
UG,Soroti,Soroti,Toroma,Ongatunyo_Ominya,34066,2/19/2021 8:28,1,66,2021-02-19 08:28:00 UTC,2021
UG,Soroti,Soroti,Toroma,Osongai,35142,2/19/2021 8:28,1,259,2021-02-19 08:28:00 UTC,2021
UG,Omoro,Uganda - Omoro,Jaka,Wii-Agweny,20554,2/19/2021 8:28,1,1265,2021-02-19 08:28:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Abakuli,14957,2/18/2021 12:15,1,937,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Abakuli,17659,2/18/2021 12:15,1,156,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Abakuli,24479,2/18/2021 12:15,1,597,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Abakuli,31122,2/18/2021 12:15,1,328,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Abakuli,16342,2/18/2021 12:15,1,132,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Abakuli,23943,2/18/2021 12:15,1,2314,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Abakuli B,35670,2/18/2021 12:15,1,852,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Abakuli B,14673,2/18/2021 12:15,1,739,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Gulu,Capestone,Abuto,15099,2/18/2021 12:15,1,653,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Alit,16311,2/18/2021 12:15,1,317,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Alit,36129,2/18/2021 12:15,1,418,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Awirao A,35126,2/18/2021 12:15,1,103,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Ewop,16831,2/18/2021 12:15,1,123,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Ewop A,32934,2/18/2021 12:15,1,442,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Ewop A,30091,2/18/2021 12:15,1,1321,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Ewop A,30557,2/18/2021 12:15,1,368,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Ewop-B,11722,2/18/2021 12:15,1,660,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Rwot B,21438,2/18/2021 12:15,1,967,2021-02-18 12:15:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Teilwa,38124,2/18/2021 12:15,1,252,2021-02-18 12:15:00 UTC,2021
KE,Nanyuki,Laikipia East,Weruini,Kibubungi,34726,2/18/2021 9:52,1,128,2021-02-18 09:52:00 UTC,2021
KE,Nanyuki,Laikipia East,Weruini,KIBUBUNG'I,23019,2/18/2021 9:52,1,43,2021-02-18 09:52:00 UTC,2021
UG,Kanungu,Uganda - Kanungu,Mafuga,Mashenya,39241,2/18/2021 9:52,1,1415,2021-02-18 09:52:00 UTC,2021
UG,Soroti,Soroti,Kadungulu,Ogera,17957,2/18/2021 9:52,1,1137,2021-02-18 09:52:00 UTC,2021
UG,Kyenjojo,Uganda - Kyenjojo,Bufunjo,Rukukuru,22511,2/18/2021 9:52,1,2115,2021-02-18 09:52:00 UTC,2021
UG,Kanungu,Uganda - Kanungu,Bukono,Nyabisaari,15320,2/16/2021 20:19,1,1782,2021-02-16 20:19:00 UTC,2021
UG,Rukungiri,Rukungiri,Nyarushanje,Binyena,25864,2/16/2021 12:29,1,2823,2021-02-16 12:29:00 UTC,2021
UG,Bushenyi,Bushenyi,Kabukwiri,Ndangara,22828,2/16/2021 12:29,1,174,2021-02-16 12:29:00 UTC,2021
UG,Bushenyi,Bushenyi,Kichwamba,Nyakiyanja,14785,2/16/2021 12:29,1,795,2021-02-16 12:29:00 UTC,2021
UG,Gulu,Uganda - Gulu,Paicho,Te_olam,23577,2/16/2021 12:29,1,761,2021-02-16 12:29:00 UTC,2021
UG,Gulu,Uganda - Gulu,Paicho,Te_olam,25977,2/16/2021 12:29,1,2889,2021-02-16 12:29:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Adanyacel,35170,2/16/2021 5:17,1,1087,2021-02-16 05:17:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Ewop,28214,2/16/2021 5:17,1,934,2021-02-16 05:17:00 UTC,2021
UG,Rukungiri,Rukungiri,Nyarushanje,Kashenyi,22812,2/16/2021 5:17,1,743,2021-02-16 05:17:00 UTC,2021
KE,Meru,North Imenti,Kibui,Mpokone,11991,11/17/2022 22:31,1,0,2022-11-17 22:31:00 UTC,2022
KE,Meru,Buuri,Kibui,Munandene,33712,11/17/2022 22:31,1,9,2022-11-17 22:31:00 UTC,2022
KE,Meru,North Imenti,Kibui,NTHORO,28190,11/17/2022 22:31,1,16,2022-11-17 22:31:00 UTC,2022
KE,Meru,North Imenti,Kibui,Kiutha,31602,10/26/2022 22:30,1,52,2022-10-26 22:30:00 UTC,2022
KE,Meru,Central Imenti,Kibui,Ciompuru,20105,10/22/2022 23:26,1,60,2022-10-22 23:26:00 UTC,2022
KE,Meru,North Imenti,Kibui,Kathima,11881,6/16/2022 8:23,1,15,2022-06-16 08:23:00 UTC,2022
KE,Meru,North Imenti,Kibui,Kithima,12520,06/06/2022 04:27,1,142,2022-06-06 04:27:00 UTC,2022
KE,Meru,North Imenti,Kibui,Kibui,26122,8/31/2021 6:33,1,28,2021-08-31 06:33:00 UTC,2021
KE,Meru,North Imenti,Kibui,Mpuri,30431,06/02/2018 12:00,1,101,2018-06-02 12:00:00 UTC,2018
KE,Meru,South Imenti,Kibui,Mpuri,39794,4/25/2009 0:00,1,373,2009-04-25 00:00:00 UTC,2009
KE,Meru,North Imenti,Kibui,Gatakene,27634,07/07/2008 00:00,1,482,2008-07-07 00:00:00 UTC,2008
UG,Gulu,Uganda - Gulu,CET KANA OWOO,Pamin Lok oola,12935,2/16/2021 5:17,1,2935,2021-02-16 05:17:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Re elwa A,33953,2/16/2021 5:17,1,1979,2021-02-16 05:17:00 UTC,2021
KE,Mara,Kenya - Bomet,Atebwo,Sigowet,37889,2/16/2021 5:17,1,561,2021-02-16 05:17:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Toilwa,28454,2/16/2021 5:17,1,2776,2021-02-16 05:17:00 UTC,2021
UG,Lira,Uganda - Lira,Capestone,Windyer B,13021,2/16/2021 5:17,1,559,2021-02-16 05:17:00 UTC,2021
UG,Soroti,Soroti,Toroma,Asuret,16791,2/14/2021 19:50,1,141,2021-02-14 19:50:00 UTC,2021
UG,Amuru,Uganda - Amuru,Agwayugu,Jimo,14707,2/14/2021 19:50,1,1390,2021-02-14 19:50:00 UTC,2021
KE,Meru,South Imenti,Kibui,Nkurune/kithangari,22969,07/05/2008 00:00,1,52,2008-07-05 00:00:00 UTC,2008
KE,Meru,North Imenti,Kibui,Mpuri,29548,04/02/2007 00:00,1,395,2007-04-02 00:00:00 UTC,2007
KE,Meru,North Imenti,Kibui,Nkurune,31728,02/06/2007 00:00,1,788,2007-02-06 00:00:00 UTC,2007
KE,Meru,North Imenti,Kibui,Mpuri,15972,11/18/2006 0:00,1,581,2006-11-18 00:00:00 UTC,2006
KE,Meru,North Imenti,Kibui,Mpuri,23342,10/17/2006 0:00,1,1351,2006-10-17 00:00:00 UTC,2006
UG,Kanungu,Uganda - Kanungu,Ishaya,Kitoha,19131,2/14/2021 19:50,1,326,2021-02-14 19:50:00 UTC,2021
KE,Mara,Kenya - Bomet,Chemaner,KULWET,27625,2/14/2021 19:50,1,661,2021-02-14 19:50:00 UTC,2021
UG,Bushenyi,Bushenyi,Kabukwiri,Nkondo A,28157,2/14/2021 19:50,1,114,2021-02-14 19:50:00 UTC,2021
UG,Bushenyi,Bushenyi,Kichwamba,Nyakiyanja C,11245,2/14/2021 19:50,1,1654,2021-02-14 19:50:00 UTC,2021
UG,Gulu,Uganda - Gulu,Alero,Okura,21156,2/14/2021 19:50,1,1708,2021-02-14 19:50:00 UTC,2021
UG,Soroti,Soroti,Toroma,Omosingo,36335,2/14/2021 19:50,1,950,2021-02-14 19:50:00 UTC,2021
KE,Meru,Central Imenti,Kibui,Kirimakiathi,22461,10/16/2006 0:00,1,576,2006-10-16 00:00:00 UTC,2006
KE,Meru,North Imenti,Kibui,Mpuri,31774,9/20/2006 0:00,1,204,2006-09-20 00:00:00 UTC,2006
UG,Soroti,Soroti,Palam,Atiira,36730,02/12/2021 07:18,1,116,2021-02-12 07:18:00 UTC,2021
UG,Bushenyi,Bushenyi,Kabukwiri,Buzenga,18495,02/12/2021 05:41,1,418,2021-02-12 05:41:00 UTC,2021
KE,Mara,Kenya - Bomet,Chemaner,Sertwet,24490,02/12/2021 05:41,1,716,2021-02-12 05:41:00 UTC,2021
UG,Rukungiri,Rukungiri,Bugangari,Kashayo,27251,02/11/2021 15:42,1,2214,2021-02-11 15:42:00 UTC,2021
UG,Rukungiri,Rukungiri,Bugangari,Kazindiro,31495,02/11/2021 15:42,1,729,2021-02-11 15:42:00 UTC,2021
UG,Rukungiri,Rukungiri,Bugangari,Kazindiro,23159,02/11/2021 15:42,1,793,2021-02-11 15:42:00 UTC,2021
UG,Rukungiri,Rukungiri,Bugangari,Nyakagyeme,23524,02/11/2021 15:42,1,2443,2021-02-11 15:42:00 UTC,2021
UG,Soroti,Soroti,Palam,Akolikeje,19267,02/11/2021 09:23,1,82,2021-02-11 09:23:00 UTC,2021
UG,Soroti,Soroti,Toroma,Atorom obongut,20615,02/11/2021 09:23,1,170,2021-02-11 09:23:00 UTC,2021
KE,Mara,Kenya - Bomet,Kapsigiryo,CHEIMEN,26223,02/11/2021 09:23,1,176,2021-02-11 09:23:00 UTC,2021
KE,Mara,Kenya - Bomet,Kapsigiryo,CHEIMEN,30704,02/11/2021 09:23,1,176,2021-02-11 09:23:00 UTC,2021
UG,Gulu,Uganda - Gulu,Alero,Got Gwang,32096,02/11/2021 09:23,1,118,2021-02-11 09:23:00 UTC,2021
UG,Rukungiri,Rukungiri,Nyakishenyi,KAHAMA,35990,02/11/2021 09:23,1,3108,2021-02-11 09:23:00 UTC,2021
KE,Meru,North Imenti,Kibui,Mpuri,27452,09/10/2006 00:00,1,1956,2006-09-10 00:00:00 UTC,2006
KE,Meru,North Imenti,Kibui,Mpuri,32758,09/06/2006 00:00,1,559,2006-09-06 00:00:00 UTC,2006
UG,Gulu,Uganda - Gulu,Pawel Ayika,Okura,16920,02/11/2021 09:23,1,325,2021-02-11 09:23:00 UTC,2021
UG,Kanungu,Uganda - Kanungu,Kanungu,Omumbuga,24626,02/11/2021 09:23,1,1023,2021-02-11 09:23:00 UTC,2021
KE,Meru,North Imenti,Kibui,ntoro,21453,09/05/2006 00:00,1,712,2006-09-05 00:00:00 UTC,2006
KE,Meru,Central Imenti,Kibui,Mpuri,15000,8/15/2006 0:00,1,930,2006-08-15 00:00:00 UTC,2006
KE,Meru,North Imenti,Kibui,Mpuri,19371,7/20/2006 0:00,1,641,2006-07-20 00:00:00 UTC,2006
KE,Meru,North Imenti,Kibui,Mpuri,21749,7/13/2006 0:00,1,391,2006-07-13 00:00:00 UTC,2006
KE,Meru,North Imenti,Kibui,mpri,33868,07/11/2006 00:00,1,1434,2006-07-11 00:00:00 UTC,2006
UG,Gulu,Uganda - Gulu,CET KANA OWOO,Mini Lok oola,14544,02/08/2021 15:49,1,924,2021-02-08 15:49:00 UTC,2021
UG,Kabale,Uganda - Kabale,Ndeego,Rwarubaya,19535,02/08/2021 15:49,1,450,2021-02-08 15:49:00 UTC,2021
UG,Bushenyi,Bushenyi,Kabukwiri,Swazi 2,18448,02/08/2021 15:49,1,448,2021-02-08 15:49:00 UTC,2021
KE,Meru,North Imenti,Kibui,Mpuri,35434,07/11/2006 00:00,1,288,2006-07-11 00:00:00 UTC,2006
KE,Meru,North Imenti,Kibui,Mpuri,23824,07/11/2006 00:00,1,871,2006-07-11 00:00:00 UTC,2006
KE,Meru,North Imenti,Kibui,Mpuri,10403,07/11/2006 00:00,1,441,2006-07-11 00:00:00 UTC,2006
KE,Meru,Meru Central,Kibui,Mpuri,33136,6/26/2006 0:00,1,216,2006-06-26 00:00:00 UTC,2006
KE,Meru,North Imenti,Kibui,Mpuri,31124,6/20/2006 0:00,1,1633,2006-06-20 00:00:00 UTC,2006
KE,Meru,North Imenti,Kibui,Mpuri,21293,12/13/2005 0:00,1,450,2005-12-13 00:00:00 UTC,2005
KE,Meru,North Imenti,Kibui,Mpuri,35357,11/24/2005 0:00,1,275,2005-11-24 00:00:00 UTC,2005
UG,Gulu,Uganda - Gulu,Pawel Ayika,Tulaliya,32160,02/08/2021 08:33,1,123,2021-02-08 08:33:00 UTC,2021
UG,Soroti,Soroti,Arapai,Amoru,35627,02/06/2021 17:16,1,642,2021-02-06 17:16:00 UTC,2021
UG,Soroti,Soroti,Arapai,Amoru,37467,02/06/2021 17:16,1,229,2021-02-06 17:16:00 UTC,2021
UG,Soroti,Soroti,Arapai,Amoru,20535,02/06/2021 17:16,1,2113,2021-02-06 17:16:00 UTC,2021
UG,Soroti,Soroti,Arapai,Omagoro,20265,02/06/2021 17:16,1,118,2021-02-06 17:16:00 UTC,2021
UG,Kabale,Uganda - Kabale,Rwensanziro,Kagande,11079,02/06/2021 17:16,1,50,2021-02-06 17:16:00 UTC,2021
UG,Kabale,Uganda - Kabale,Ruhija,KATOOMA,38141,02/06/2021 17:16,1,1830,2021-02-06 17:16:00 UTC,2021
UG,Kabale,Uganda - Kabale,Ruhija,Kinyogo,18008,02/06/2021 17:16,1,705,2021-02-06 17:16:00 UTC,2021
UG,Kabale,Uganda - Kayunga,Ruhija,Kiyebe,21489,02/06/2021 17:16,1,1055,2021-02-06 17:16:00 UTC,2021
UG,Kabale,Uganda - Kabale,Ruhija,Kiyebe,30210,02/06/2021 17:16,1,32,2021-02-06 17:16:00 UTC,2021
UG,Kabale,Uganda - Kabale,Ruhija,Kyeitokwa,36117,02/06/2021 17:16,1,318,2021-02-06 17:16:00 UTC,2021
UG,Kabale,Uganda - Kabale,Mushanje,Kyeitokwa,37782,02/06/2021 17:16,1,3746,2021-02-06 17:16:00 UTC,2021
UG,Kabale,Uganda - Kabale,Ruhija,NYAMABARE,13356,02/06/2021 17:16,1,8977,2021-02-06 17:16:00 UTC,2021
UG,Bushenyi,Bushenyi,Kichwamba,Rwandaro,35885,02/06/2021 17:16,1,306,2021-02-06 17:16:00 UTC,2021
KE,Nanyuki,Kenya - Nyamira South,Riakimai,Geta,32459,02/04/2021 20:20,1,1177,2021-02-04 20:20:00 UTC,2021
KE,Nanyuki,Kenya - Nyamira South,Kianungu,Geta,33948,02/04/2021 20:20,1,784,2021-02-04 20:20:00 UTC,2021
UG,Kabale,Uganda - Kabale,Muko,HAMUKAKA,20924,02/04/2021 20:20,1,1091,2021-02-04 20:20:00 UTC,2021
UG,Kiryandongo,Uganda - Kiryandongo,Kiigya,Kaduku I,23201,02/04/2021 20:20,1,1606,2021-02-04 20:20:00 UTC,2021
UG,Kiryandongo,Uganda - Kiryandongo,Kiigya,Mpumwe/jyeganywa,23047,02/04/2021 20:20,1,1051,2021-02-04 20:20:00 UTC,2021
UG,Gulu,Uganda - Gulu,Panykworo,Onyayorwot,20370,02/02/2021 16:55,1,613,2021-02-02 16:55:00 UTC,2021
UG,Gulu,Uganda - Gulu,Pawel Ayika,Lanyang,12313,02/02/2021 14:58,1,4913,2021-02-02 14:58:00 UTC,2021
UG,Bushenyi,Bushenyi,Rwajere,Kayonza,14923,02/02/2021 11:22,1,158,2021-02-02 11:22:00 UTC,2021
UG,Bushenyi,Bushenyi,Rwajere,Kayonza  B,14685,02/02/2021 11:22,1,3869,2021-02-02 11:22:00 UTC,2021
